TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Mutter	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
Jud	B-PER	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
del	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Re	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Scha	O	O	O	O	O	O	_	_	_
habenn	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
be	O	O	O	O	O	O	_	_	_
benommen	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Schnur	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
darin	O	O	O	O	O	O	_	_	_
Boller	B-PER	O	O	O	O	O	_	_	_
ter	O	O	O	O	O	O	_	_	_
per	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Koffer	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wol	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
aller	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
danke	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
Tausendmal	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
armen	O	O	O	O	O	O	_	_	_
Seelen	O	O	O	O	O	O	_	_	_
Freund	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
bezahlt	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
weiß	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
koste	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Preußi	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
iches	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
